"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/02188","","Northwest Arctic Borough","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02195","","Petersburg Borough","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",51.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02198","","Prince of Wales-Hyder Census Area","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02220","","Sitka City and Borough","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",51.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02230","","Skagway Municipality","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",51.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02240","","Southeast Fairbanks Census Area","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",50.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02261","","Valdez-Cordova Census Area","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2017","CDC500","https://www.cdc.gov/places/index.html","","","",48.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02275","","Wrangell City and Borough","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",51.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02282","","Yakutat City and Borough","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",51.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/02290","","Yukon-Koyukuk Census Area","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04001","","Apache County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",50.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04003","","Cochise County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",54,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04005","","Coconino County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04007","","Gila County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",56.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04009","","Graham County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",55.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04011","","Greenlee County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",53.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04012","","La Paz County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",54.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04013","","Maricopa County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",53.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04015","","Mohave County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",55.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04017","","Navajo County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",56.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04019","","Pima County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",56.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04021","","Pinal County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",55.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04023","","Santa Cruz County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",56.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04025","","Yavapai County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/04027","","Yuma County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",57.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05001","","Arkansas County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",62.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05003","","Ashley County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",64.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05005","","Baxter County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05007","","Benton County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05009","","Boone County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05011","","Bradley County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",63.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05013","","Calhoun County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05015","","Carroll County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",58.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05017","","Chicot County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",67.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05019","","Clark County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",63.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05021","","Clay County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05023","","Cleburne County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05025","","Cleveland County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05027","","Columbia County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",64.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05029","","Conway County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/05031","","Craighead County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
